directorio,secuencia_p,orden,clase,dominio,mes,estrato1,sex,age,p6050,p6090,p6210,p6210s1,p6240,oficio,p6426,relab,hoursWorkUsual,p6870,p6920,p7040,p7070,p7090,p7495,p7500s1a1,p7500s2a1,p7500s3a1,p7505,p7510s1a1,p7510s2a1,p7510s3a1,p7510s5a1,p7510s6a1,p7510s7a1,pet,impa,isa,iof1,iof2,iof3h,iof3i,iof6,ingtotob,ingtot,fex_c,depto,fex_dpto,fweight,maxEducLevel,college,cotPension,wap,ocu,dsi,pea,inac,totalHoursWorked,formal,informal,cuentaPropia,microEmpresa,sizeFirm,age2,logIng,female,agefem,totalHoursWorked2,totalHoursWorked3
739,4526836,1,2,1,BOGOTA,1,2,1,36,3,1,6,1,1,39,1,1,40,9,1,2,0,2,2,0,0,0,2,0,0,0,0,0,0,1,983140,0,0,0,0,0,0,983140,983140,242.60582494906,11,242.60582494906,243,7,0,1,1,1,0,1,0,40,1,0,0,0,5,1296,13.7985068101481,0,0,1600,64000
12269,4728949,1,1,1,BOGOTA,9,3,0,64,1,1,6,2,6,54,24,3,15,1,2,2,0,2,2,0,0,0,2,0,0,0,0,0,0,1,2e+05,0,0,0,0,0,0,2e+05,2e+05,226.916396344567,11,226.916396344567,227,7,0,2,1,1,0,1,0,15,0,1,0,1,1,4096,12.2060726455302,1,64,225,3375
8355,4660846,1,1,1,BOGOTA,7,2,1,34,1,1,5,11,1,58,24,1,55,4,1,2,0,2,2,0,0,0,1,0,0,0,0,0,1300000,1,1260000,0,0,0,0,0,0,1260000,1260000,263.282364924715,11,263.282364924715,263,6,1,1,1,1,0,1,0,55,1,0,0,0,3,1156,14.0466222789277,0,0,3025,166375
11531,4714877,1,1,1,BOGOTA,9,2,1,29,1,2,5,11,1,98,5,3,48,2,2,2,0,2,2,0,0,0,2,0,0,0,0,0,0,1,780000,0,0,0,0,0,0,780000,780000,186.363882832852,11,186.363882832852,186,6,1,2,1,1,0,1,0,48,0,1,0,1,2,841,13.5670491986658,0,0,2304,110592
1287,4540529,1,3,1,BOGOTA,2,3,1,26,3,1,6,3,1,39,24,1,48,9,1,2,0,2,2,0,0,0,1,0,0,0,0,0,0,1,899453,0,0,0,0,0,0,899453,899453,280.28559635773,11,280.28559635773,280,7,0,1,1,1,0,1,0,48,1,0,0,0,5,676,13.7095420797569,0,0,2304,110592
9629,4680376,1,2,1,BOGOTA,7,2,1,30,3,1,3,3,6,45,48,6,24,2,2,2,0,2,2,0,0,0,2,0,0,0,0,0,0,1,937500,0,0,0,0,0,0,0,937500,234.510822496742,11,234.510822496742,235,3,0,2,1,1,0,1,0,24,0,1,0,1,2,900,13.7509720368267,0,0,576,13824
14673,4766143,1,2,1,BOGOTA,11,2,1,45,2,1,3,4,1,45,60,4,72,1,2,2,0,2,2,0,0,0,2,0,0,0,0,0,0,1,375000,0,0,0,0,0,0,375000,375000,227.510631909004,11,227.510631909004,228,3,0,2,1,1,0,1,0,72,0,1,1,1,1,2025,12.8346813049525,0,0,5184,373248
16305,4801397,1,3,1,BOGOTA,12,2,0,21,3,1,6,4,3,3,3,1,48,9,2,2,0,2,2,0,0,0,2,0,0,0,0,0,0,1,781242,0,0,0,0,0,0,781242,781242,305.729382676576,11,305.729382676576,306,7,0,2,1,1,0,1,0,48,0,1,0,0,5,441,13.5686402399803,1,21,2304,110592
13387,4744463,1,3,1,BOGOTA,10,5,1,24,3,1,6,5,1,61,36,5,40,2,2,2,0,2,2,0,0,0,2,0,0,0,0,0,0,1,1800000,0,0,0,0,0,0,1800000,1800000,227.839053169591,11,227.839053169591,228,7,0,2,1,1,0,1,0,40,0,1,0,1,2,576,14.4032972228664,0,0,1600,64000
3920,4584493,1,6,1,BOGOTA,3,3,1,32,3,1,6,5,1,45,0,4,50,1,1,2,0,2,2,0,0,0,1,0,0,0,0,0,8e+05,1,0,0,0,0,0,0,0,0,0,278.448127189284,11,278.448127189284,278,7,0,1,1,1,0,1,0,50,1,0,1,1,1,1024,0,0,0,2500,125000
10641,4699080,1,2,1,BOGOTA,8,2,0,40,3,1,5,11,1,39,16,1,48,5,1,2,0,2,2,0,0,0,1,0,0,0,0,0,5e+05,1,965853,0,0,0,0,0,0,965853,965853,195.043210203074,11,195.043210203074,195,6,1,1,1,1,0,1,0,48,1,0,0,0,4,1600,13.780766927702,1,40,2304,110592
14698,4772445,1,1,1,BOGOTA,11,3,0,56,1,1,6,12,4,17,420,5,2,5,1,2,0,1,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1200000,179.042385483783,11,179.042385483783,179,7,0,1,1,1,0,1,0,2,1,0,0,0,4,3136,13.9978321147582,1,56,4,8
1936,4545907,1,3,1,BOGOTA,2,4,1,25,3,1,6,5,1,31,3,2,40,9,1,2,0,2,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1552733,284.038944791084,11,284.038944791084,284,7,0,1,1,1,0,1,0,40,1,0,0,0,5,625,14.2555271620441,0,0,1600,64000
9515,4680290,1,1,1,BOGOTA,7,3,1,38,1,1,6,6,1,8,48,4,42,8,1,2,0,1,2,0,0,0,2,0,0,0,0,0,0,1,2500000,0,0,0,0,0,0,2500000,2500000,352.971590592347,11,352.971590592347,353,7,0,1,1,1,0,1,0,42,1,0,1,0,5,1444,14.7318012898384,0,0,1764,74088
10797,4699196,1,1,1,BOGOTA,8,3,1,50,1,1,6,10,1,13,36,2,30,9,1,2,0,2,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2250000,187.146499314245,11,187.146499314245,187,7,0,1,1,1,0,1,0,30,1,0,0,0,5,2500,14.6264407741806,0,0,900,27000
7167,4636760,1,2,1,BOGOTA,6,2,1,39,3,1,6,7,1,5,3,1,45,9,1,2,0,2,1,8e+05,0,0,2,0,0,0,0,0,0,1,4e+06,0,0,0,0,0,8e+05,4800000,4800000,221.539868133314,11,221.539868133314,222,7,0,1,1,1,0,1,0,45,1,0,0,0,5,1521,15.3841264758781,0,0,2025,91125
4023,4588441,1,1,1,BOGOTA,4,2,1,44,1,1,5,11,1,30,15,1,48,9,1,2,0,2,2,0,0,0,1,0,0,0,1e+07,0,0,1,4333333.33333333,0,833333.333333333,0,0,0,0,5166666.66666667,5166666.66666667,210.162223206895,11,210.162223206895,210,6,1,1,1,1,0,1,0,48,1,0,0,0,5,1936,15.4577382932214,0,0,2304,110592
5039,4599241,1,2,1,BOGOTA,4,2,0,60,2,1,3,1,1,45,300,4,30,1,2,2,0,2,2,0,0,0,2,0,0,0,0,0,0,1,150000,0,0,0,0,0,0,150000,150000,205.263639746639,11,205.263639746639,205,3,0,2,1,1,0,1,0,30,0,1,1,1,1,3600,11.9183905730784,1,60,900,27000
12203,4728898,1,2,1,BOGOTA,9,6,0,57,2,1,6,5,1,45,180,1,48,6,1,2,0,2,2,0,0,0,1,0,0,0,0,0,0,1,4875000,0,0,0,0,0,0,4955000,4955000,217.288901196853,11,217.288901196853,217,7,0,1,1,1,0,1,0,48,1,0,0,0,4,3249,15.4159077257462,1,57,2304,110592
11069,4705596,1,1,1,BOGOTA,8,3,1,36,1,1,5,11,1,62,140,1,48,9,1,2,0,2,2,0,0,0,1,0,0,0,0,0,0,1,1527544.33333333,0,0,0,0,0,0,1527544.33333333,1917544.33333333,279.992035645395,11,279.992035645395,280,6,1,1,1,1,0,1,0,48,1,0,0,0,5,1296,14.4665559323387,0,0,2304,110592
11915,4721135,1,1,1,BOGOTA,9,2,0,57,1,1,4,7,4,45,72,4,16,1,2,2,0,2,2,0,0,0,2,0,0,0,0,0,0,1,3e+05,0,0,0,0,0,0,3e+05,3e+05,495.374874635507,11,495.374874635507,495,5,0,2,1,1,0,1,0,16,0,1,1,1,1,3249,12.6115377536383,1,57,256,4096
7857,4647785,1,1,1,BOGOTA,6,5,0,51,1,1,6,8,1,12,180,4,48,1,1,2,0,2,2,0,0,0,2,0,0,0,0,0,0,1,1e+07,0,0,0,0,0,0,1e+07,1e+07,240.197280583667,11,240.197280583667,240,7,0,1,1,1,0,1,0,48,1,0,1,1,1,2601,16.1180956509583,1,51,2304,110592
13549,4748049,1,2,1,BOGOTA,10,6,0,49,2,1,6,8,1,2,120,4,48,1,1,2,0,2,2,0,0,0,1,0,0,0,6e+06,0,0,1,1.5e+07,0,5e+05,0,0,0,0,15500000,15500000,158.105298556425,11,158.105298556425,158,7,0,1,1,1,0,1,0,48,1,0,1,1,1,2401,16.5563505818895,1,49,2304,110592
5197,4607599,1,1,1,BOGOTA,4,5,0,52,1,1,6,8,1,13,132,2,40,9,1,2,0,2,2,0,0,0,1,0,0,0,0,0,0,1,8866666.66666667,0,0,0,0,0,0,8866666.66666667,8866666.66666667,240.379055423676,11,240.379055423676,240,7,0,1,1,1,0,1,0,40,1,0,0,0,5,2704,15.9978094850838,1,52,1600,64000
9655,4680392,1,1,1,BOGOTA,7,2,1,28,1,1,5,11,1,90,60,1,48,9,1,2,0,2,2,0,0,0,2,0,0,0,0,0,0,1,1083333.33333333,0,0,0,0,0,0,1083333.33333333,1083333.33333333,223.434160531144,11,223.434160531144,223,6,1,1,1,1,0,1,0,48,1,0,0,0,5,784,13.8955532656378,0,0,2304,110592
12888,4737834,1,1,1,BOGOTA,10,3,0,24,1,1,6,5,1,8,15,1,48,9,1,2,0,2,2,0,0,0,1,0,0,0,0,0,0,1,2188333.33333333,0,0,0,0,0,0,2188333.33333333,2188333.33333333,211.062437350481,11,211.062437350481,211,7,0,1,1,1,0,1,0,48,1,0,0,0,5,576,14.5986507770509,1,24,2304,110592
11339,4709897,1,2,1,BOGOTA,9,4,1,52,3,1,6,5,1,39,24,2,48,9,1,2,0,2,2,0,0,0,1,0,0,0,0,0,0,1,1400000,0,0,0,0,0,0,1400000,1400000,193.997808443909,11,193.997808443909,194,7,0,1,1,1,0,1,0,48,1,0,0,0,5,2704,14.1519827945855,0,0,2304,110592
14357,4761033,1,2,1,BOGOTA,11,3,0,36,2,1,6,1,1,54,2,3,48,1,1,2,0,2,2,0,0,0,1,0,0,0,0,0,0,1,889453,0,0,0,0,0,0,969453,969453,249.653017177419,11,249.653017177419,250,7,0,1,1,1,0,1,0,48,1,0,0,1,1,1296,13.7844872738925,1,36,2304,110592
13899,4753137,1,2,1,BOGOTA,10,1,0,19,2,1,4,8,1,53,1,1,72,3,2,2,0,2,2,0,0,0,2,0,0,0,0,0,0,1,5e+05,0,0,0,0,0,0,5e+05,528000,200.133810361656,11,200.133810361656,200,5,0,2,1,1,0,1,0,72,0,1,0,1,2,361,13.1768515626884,1,19,5184,373248
14126,4757478,1,1,1,BOGOTA,11,3,1,37,1,1,6,7,1,13,3,1,14,9,1,1,1600000,2,2,0,0,0,1,0,0,0,0,0,0,1,3033333.33333333,1600000,0,0,0,0,0,4633333.33333333,4633333.33333333,242.935113966499,11,242.935113966499,243,7,0,1,1,1,0,1,0,28,1,0,0,0,5,1369,15.3487871094328,0,0,784,21952
13447,4744503,1,2,1,BOGOTA,10,2,1,35,2,1,6,7,1,30,60,1,55,8,1,2,0,2,1,2e+06,0,0,1,0,0,0,0,0,0,1,4500000,0,0,0,0,0,2e+06,6500000,6500000,252.747005557077,11,252.747005557077,253,7,0,1,1,1,0,1,0,55,1,0,0,0,5,1225,15.6873127348659,0,0,3025,166375
1002,4535622,1,1,1,BOGOTA,1,1,0,49,1,1,3,5,1,54,94,3,48,1,2,2,0,2,2,0,0,0,2,0,0,0,0,0,0,1,8e+05,0,0,0,0,0,0,950000,950000,287.907856244442,11,287.907856244442,288,4,0,2,1,1,0,1,0,48,0,1,0,1,1,2401,13.7642172635767,1,49,2304,110592
3725,4580983,1,2,1,BOGOTA,3,2,1,41,2,1,5,11,1,58,120,1,60,8,1,2,0,2,2,0,0,0,1,0,0,0,0,0,0,1,1300000,0,0,0,0,0,0,1300000,1300000,204.044963095641,11,204.044963095641,204,6,1,1,1,1,0,1,0,60,1,0,0,0,5,1681,14.0778748224318,0,0,3600,216000
6247,4627304,1,1,1,BOGOTA,5,6,1,44,1,1,6,5,1,21,120,1,48,6,1,2,0,2,2,0,0,0,2,0,0,0,0,0,0,1,5416666.66666667,0,0,0,0,0,0,5416666.66666667,5416666.66666667,244.556565973194,11,244.556565973194,245,7,0,1,1,1,0,1,0,48,1,0,0,0,4,1936,15.5049911780719,0,0,2304,110592
15799,4791603,1,2,1,BOGOTA,12,2,0,19,3,1,6,2,1,33,9,1,48,9,1,2,0,2,2,0,0,0,2,0,0,0,0,0,0,1,1568854.16666667,0,0,0,0,0,0,1918854.16666667,1918854.16666667,305.766893206896,11,305.766893206896,306,7,0,1,1,1,0,1,0,48,1,0,0,0,5,361,14.4672387776606,1,19,2304,110592
8059,4655189,1,2,1,BOGOTA,6,3,0,32,2,1,6,2,4,50,26,1,56,4,1,2,0,2,2,0,0,0,1,0,0,0,0,120000,0,1,807908.666666667,0,0,0,0,0,0,807908.666666667,807908.666666667,191.674099533806,11,191.674099533806,192,7,0,1,1,1,0,1,0,56,1,0,0,0,3,1024,13.6022042948105,1,32,3136,175616
13804,4753082,1,3,1,BOGOTA,10,6,0,23,3,1,6,3,3,51,2,5,20,2,2,2,0,2,1,8e+05,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,8e+05,8e+05,8e+05,316.21059711285,11,316.21059711285,316,7,0,2,1,1,0,1,0,20,0,1,0,1,2,529,13.5923670066501,1,23,400,8000
10146,4689402,1,1,1,BOGOTA,8,2,0,28,1,1,5,11,1,53,2,1,70,3,2,2,0,2,2,0,0,0,2,0,0,0,0,0,0,1,1040000,0,0,0,0,0,0,1340000,1340000,153.486486368464,11,153.486486368464,153,6,1,2,1,1,0,1,0,70,0,1,0,1,2,784,14.1081801719271,1,28,4900,343000
8854,4665660,1,2,1,BOGOTA,7,5,0,54,3,1,6,7,1,39,360,2,48,9,1,2,0,2,2,0,0,0,1,0,0,0,0,3e+05,0,1,2958333.33333333,0,0,0,0,0,0,2958333.33333333,2958333.33333333,182.575616295428,11,182.575616295428,183,7,0,1,1,1,0,1,0,48,1,0,0,0,5,2916,14.9001366046576,1,54,2304,110592
15997,4793617,1,1,1,BOGOTA,12,2,0,51,1,1,4,7,1,45,60,1,50,2,2,2,0,2,1,550000,0,0,2,0,0,0,0,0,0,1,2e+05,0,0,0,0,0,550000,850000,850000,449.550250773701,11,449.550250773701,450,5,0,2,1,1,0,1,0,50,0,1,0,1,2,2601,13.6529916284665,1,51,2500,125000
5539,4612285,1,1,1,BOGOTA,5,1,1,26,1,1,5,11,1,58,12,2,54,9,1,2,0,2,2,0,0,0,2,0,0,0,0,0,0,1,1916666.66666667,0,0,0,0,0,0,1916666.66666667,1916666.66666667,465.652824340994,11,465.652824340994,466,6,1,1,1,1,0,1,0,54,1,0,0,0,5,676,14.4660981241054,0,0,2916,157464
14998,4777682,1,2,1,BOGOTA,11,3,1,43,3,2,5,11,1,98,6,1,35,2,2,2,0,2,2,0,0,0,2,0,0,0,0,0,0,1,3e+05,0,0,0,0,0,0,3e+05,450000,366.400477135878,11,366.400477135878,366,6,1,2,1,1,0,1,0,35,0,1,0,1,2,1849,13.0170028617465,0,0,1225,42875
15243,4782218,1,2,1,BOGOTA,12,2,0,60,2,1,4,8,1,45,144,4,60,1,2,2,0,2,2,0,0,0,1,1e+06,0,0,0,0,0,1,6e+05,0,0,0,83333.3333333333,0,0,683333.333333333,683333.333333333,259.727600598321,11,259.727600598321,260,5,0,2,1,1,0,1,0,60,0,1,1,1,1,3600,13.4347380624465,1,60,3600,216000
6754,4632146,1,2,1,BOGOTA,5,3,0,32,2,1,5,11,1,79,144,1,48,2,2,2,0,2,2,0,0,0,2,0,0,0,0,0,0,1,5e+05,0,0,0,0,0,0,5e+05,5e+05,211.319596421545,11,211.319596421545,211,6,1,2,1,1,0,1,0,48,0,1,0,1,2,1024,13.1223633774043,1,32,2304,110592
719,4526821,1,2,1,BOGOTA,1,2,0,34,2,1,6,3,1,59,108,1,48,2,1,2,0,2,1,1200000,0,0,2,0,0,0,0,0,0,1,810383.666666667,0,0,0,0,0,1200000,2010383.66666667,2010383.66666667,352.079215448786,11,352.079215448786,352,7,0,1,1,1,0,1,0,48,1,0,0,1,2,1156,14.5138361407588,1,34,2304,110592
5015,4599227,1,1,1,BOGOTA,4,2,1,37,1,1,3,5,1,95,4,5,44,2,2,2,0,2,2,0,0,0,2,0,0,0,0,0,0,1,1200000,0,0,0,0,0,0,1200000,1200000,245.762426990016,11,245.762426990016,246,4,0,2,1,1,0,1,0,44,0,1,0,1,2,1369,13.9978321147582,0,0,1936,85184
7072,4636686,1,1,1,BOGOTA,6,3,0,41,1,1,5,11,1,55,15,1,48,6,1,2,0,2,2,0,0,0,1,0,0,0,0,0,0,1,960929.416666667,0,0,0,0,0,0,960929.416666667,960929.416666667,202.336615343028,11,202.336615343028,202,6,1,1,1,1,0,1,0,48,1,0,0,0,4,1681,13.7756562374576,1,41,2304,110592
4215,4588558,1,1,1,BOGOTA,4,2,1,42,1,1,3,3,1,97,300,4,42,1,2,2,0,2,2,0,0,0,2,0,0,0,0,0,0,1,8e+05,0,0,0,0,0,0,8e+05,8e+05,255.124051048532,11,255.124051048532,255,3,0,2,1,1,0,1,0,42,0,1,1,1,1,1764,13.5923670066501,0,0,1764,74088
121,4514424,1,1,1,BOGOTA,1,3,0,31,1,1,6,5,1,6,24,1,48,9,1,2,0,2,2,0,0,0,1,0,0,0,0,0,0,1,2166666.66666667,0,0,0,0,0,0,2166666.66666667,2166666.66666667,250.444709462943,11,250.444709462943,250,7,0,1,1,1,0,1,0,48,1,0,0,0,5,961,14.5887004461978,1,31,2304,110592
2701,4564492,1,1,1,BOGOTA,3,3,1,57,1,1,4,9,1,57,150,4,60,2,2,2,0,2,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6e+05,318.764230991534,11,318.764230991534,319,5,0,2,1,1,0,1,0,60,0,1,1,1,2,3249,13.3046849341983,0,0,3600,216000
14467,4766002,1,2,1,BOGOTA,11,2,0,40,2,1,4,8,4,94,1,4,35,1,2,2,0,2,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7e+05,242.935113966499,11,242.935113966499,243,5,0,2,1,1,0,1,0,35,0,1,1,1,1,1600,13.4588356140255,1,40,1225,42875
2791,4564561,1,1,1,BOGOTA,3,2,1,32,1,1,6,3,1,58,154,2,70,9,1,2,0,2,2,0,0,0,2,0,0,0,0,0,0,1,1980000,0,0,0,0,0,0,1980000,1980000,251.893318110576,11,251.893318110576,252,7,0,1,1,1,0,1,0,70,1,0,0,0,5,1024,14.4986074026707,0,0,4900,343000
12489,4729101,1,2,1,BOGOTA,9,3,1,29,5,1,6,5,1,7,16,1,48,9,1,2,0,2,2,0,0,0,1,0,0,0,0,0,0,1,2166666.66666667,0,0,0,0,0,0,2166666.66666667,2166666.66666667,246.622946862351,11,246.622946862351,247,7,0,1,1,1,0,1,0,48,1,0,0,0,5,841,14.5887004461978,0,0,2304,110592
2534,4559968,1,1,1,BOGOTA,2,1,1,45,1,1,3,5,1,98,2,4,60,1,1,2,0,2,2,0,0,0,2,0,0,0,0,0,0,1,1300000,0,0,0,0,0,0,1300000,1300000,230.217133482606,11,230.217133482606,230,4,0,1,1,1,0,1,0,60,1,0,1,1,1,2025,14.0778748224318,0,0,3600,216000
13326,4744421,1,2,1,BOGOTA,10,3,1,39,3,1,6,2,1,57,120,4,55,3,2,1,0,2,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9e+05,218.715258762655,11,218.715258762655,219,7,0,2,1,1,0,1,0,58,0,1,1,1,2,1521,13.7101500423064,0,0,3364,195112
10015,4685306,1,1,1,BOGOTA,8,2,0,43,1,1,5,11,1,21,36,1,40,4,1,2,0,2,2,0,0,0,1,0,0,0,0,89000,0,1,1087144.66666667,0,0,0,0,0,0,1287144.66666667,1287144.66666667,317.17659909817,11,317.17659909817,317,6,1,1,1,1,0,1,0,40,1,0,0,0,3,1849,14.0679368863736,1,43,1600,64000
3281,4572201,1,3,1,BOGOTA,3,2,1,26,3,1,5,11,6,38,12,1,48,8,1,2,0,2,2,0,0,0,1,0,0,0,0,0,0,1,949687.416666667,0,0,0,0,0,0,949687.416666667,949687.416666667,198.857219526689,11,198.857219526689,199,6,1,1,1,1,0,1,0,48,1,0,0,0,5,676,13.7638881743451,0,0,2304,110592
13710,4753002,1,2,1,BOGOTA,10,5,1,26,2,1,6,8,1,8,12,1,45,9,1,2,0,2,2,0,0,0,1,0,0,0,0,0,0,1,2900000,0,0,0,0,0,0,2900000,2900000,232.737021196809,11,232.737021196809,233,7,0,1,1,1,0,1,0,45,1,0,0,0,5,676,14.8802212949567,0,0,2025,91125
8980,4665749,1,3,1,BOGOTA,7,2,1,28,3,1,6,0,1,97,8,1,48,4,1,2,0,2,1,175000,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,175000,175000,1076953,260.80617687882,11,260.80617687882,261,7,0,1,1,1,0,1,0,48,1,0,0,0,3,784,13.8896463154463,0,0,2304,110592
16051,4798770,1,1,1,BOGOTA,12,3,1,42,1,1,3,3,1,45,36,1,30,2,2,1,50000,1,2,0,0,0,2,0,0,0,0,0,0,1,2e+05,50000,0,0,0,0,0,250000,250000,276.968567198036,11,276.968567198036,277,3,0,2,1,1,0,1,0,45,0,1,0,1,2,1764,12.4292161968444,0,0,2025,91125
4492,4593449,1,3,1,BOGOTA,4,3,1,23,5,1,6,5,1,2,12,1,48,7,1,2,0,2,2,0,0,0,2,0,0,0,0,0,0,1,1075000,0,0,0,0,0,0,1075000,1075000,248.825438635308,11,248.825438635308,249,7,0,1,1,1,0,1,0,48,1,0,0,0,4,529,13.8878312195439,0,0,2304,110592
12049,4721224,1,1,1,BOGOTA,9,3,0,57,1,1,6,5,1,79,120,4,56,1,2,2,0,2,2,0,0,0,2,0,0,0,0,0,0,1,3e+05,0,0,0,0,0,0,3e+05,3e+05,255.700151160797,11,255.700151160797,256,7,0,2,1,1,0,1,0,56,0,1,1,1,1,3249,12.6115377536383,1,57,3136,175616
4863,4599124,1,2,1,BOGOTA,4,2,0,26,2,1,6,5,1,12,3,1,48,4,1,2,0,2,2,0,0,0,2,0,0,0,0,0,0,1,968211,0,0,0,0,0,0,968211,968211,290.039642328467,11,290.039642328467,290,7,0,1,1,1,0,1,0,48,1,0,0,0,3,676,13.7832053177122,1,26,2304,110592
4852,4599118,1,5,1,BOGOTA,4,2,1,38,9,1,5,11,1,98,24,1,48,9,2,2,0,2,2,0,0,0,1,0,0,0,0,1e+06,0,1,1471544.33333333,0,0,0,0,0,0,1471544.33333333,1471544.33333333,230.895244627537,11,230.895244627537,231,6,1,2,1,1,0,1,0,48,0,1,0,0,5,1444,14.2018229741891,0,0,2304,110592
9860,4685207,1,1,1,BOGOTA,8,2,1,36,1,1,3,5,1,30,36,1,48,7,1,2,0,2,2,0,0,0,1,0,0,0,0,0,0,1,1200544.33333333,0,0,0,0,0,0,1200544.33333333,1200544.33333333,261.391811869888,11,261.391811869888,261,4,0,1,1,1,0,1,0,48,1,0,0,0,4,1296,13.9982856230189,0,0,2304,110592
5227,4607619,1,1,1,BOGOTA,4,2,1,27,1,2,5,11,1,45,24,1,48,3,2,2,0,2,2,0,0,0,2,0,0,0,0,0,0,1,781242,0,0,0,0,0,0,781242,781242,289.839817931365,11,289.839817931365,290,6,1,2,1,1,0,1,0,48,0,1,0,1,2,729,13.5686402399803,0,0,2304,110592
659,4526785,1,1,1,BOGOTA,1,3,1,31,1,1,5,11,1,19,3,1,48,6,1,2,0,2,2,0,0,0,2,0,0,0,0,0,0,1,1353140,0,0,0,0,0,0,1353140,1353140,288.497603039232,11,288.497603039232,288,6,1,1,1,1,0,1,0,48,1,0,0,0,4,961,14.1179383755619,0,0,2304,110592
16257,4801368,1,5,1,BOGOTA,12,3,0,24,5,1,6,5,1,2,12,4,48,6,1,2,0,2,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3e+05,259.79629209488,11,259.79629209488,260,7,0,1,1,1,0,1,0,48,1,0,1,0,4,576,12.6115377536383,1,24,2304,110592
7130,4636733,1,1,1,BOGOTA,6,2,0,69,1,1,3,5,1,54,36,3,24,1,2,2,0,2,2,0,0,0,2,0,0,0,0,0,0,1,5e+05,0,0,0,0,0,0,5e+05,620000,228.706012948434,11,228.706012948434,229,4,0,2,1,1,0,1,0,24,0,1,0,1,1,4761,13.3374747570213,1,69,576,13824
14558,4766060,1,4,1,BOGOTA,11,2,1,40,9,2,5,11,1,98,156,4,72,1,2,2,0,2,2,0,0,0,2,0,0,0,0,0,0,1,1600000,0,0,0,0,0,0,1600000,1600000,169.894151789852,11,169.894151789852,170,6,1,2,1,1,0,1,0,72,0,1,1,1,1,1600,14.28551418721,0,0,5184,373248
2997,4568395,1,1,1,BOGOTA,3,2,1,47,1,1,5,11,1,98,48,1,48,9,1,2,0,2,2,0,0,0,1,0,0,0,0,0,0,1,1950000,0,0,0,0,0,0,1950000,1950000,218.343303993055,11,218.343303993055,218,6,1,1,1,1,0,1,0,48,1,0,0,0,5,2209,14.4833399305399,0,0,2304,110592
11002,4705546,1,2,1,BOGOTA,8,2,0,51,2,1,5,11,6,99,4,4,8,4,2,2,0,1,2,0,0,0,2,0,0,0,0,0,0,1,125000,0,0,0,0,0,0,125000,125000,255.935721963244,11,255.935721963244,256,6,1,2,1,1,0,1,0,8,0,1,1,0,3,2601,11.7360690162844,1,51,64,512
16228,4801345,1,1,1,BOGOTA,12,6,0,64,1,1,6,6,6,19,240,4,30,1,1,2,0,2,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3e+06,241.688071196704,11,241.688071196704,242,7,0,1,1,1,0,1,0,30,1,0,1,1,1,4096,14.9141228466324,1,64,900,27000
9281,4671572,1,1,1,BOGOTA,7,4,1,62,1,1,6,2,1,50,288,1,60,9,1,2,0,2,2,0,0,0,1,0,0,0,0,5e+05,0,1,5044833.33333333,0,0,0,0,0,0,5284833.33333333,5284833.33333333,216.504641308547,11,216.504641308547,217,7,0,1,1,1,0,1,0,60,1,0,0,0,5,3844,15.4803516409961,0,0,3600,216000
7863,4647788,1,2,1,BOGOTA,6,5,0,43,2,1,6,10,1,21,276,1,50,9,1,2,0,2,2,0,0,0,2,0,0,0,0,0,0,1,23333333.3333333,0,0,0,0,0,0,23333333.3333333,23333333.3333333,191.674099533806,11,191.674099533806,192,7,0,1,1,1,0,1,0,50,1,0,0,0,5,1849,16.9653935113455,1,43,2500,125000
13637,4752954,1,1,1,BOGOTA,10,1,1,54,1,1,3,5,1,93,240,4,50,1,2,2,0,2,2,0,0,0,2,0,0,0,0,0,0,1,850000,0,0,0,0,0,0,850000,850000,184.492532887792,11,184.492532887792,184,4,0,2,1,1,0,1,0,50,0,1,1,1,1,2916,13.6529916284665,0,0,2500,125000
13397,4744471,1,2,1,BOGOTA,10,3,0,42,2,1,6,2,1,57,3,1,48,4,2,2,0,2,2,0,0,0,2,0,0,0,0,0,0,1,1200000,0,0,0,0,0,0,1200000,1200000,215.431144236885,11,215.431144236885,215,7,0,2,1,1,0,1,0,48,0,1,0,0,3,1764,13.9978321147582,1,42,2304,110592
9313,4671593,1,2,1,BOGOTA,7,2,0,30,2,1,6,4,1,39,30,1,50,8,1,2,0,2,2,0,0,0,1,0,0,0,0,0,2e+06,1,1262033.33333333,0,0,0,0,0,0,1262033.33333333,1262033.33333333,272.178981996865,11,272.178981996865,272,7,0,1,1,1,0,1,0,50,1,0,0,0,5,900,14.0482347348354,1,30,2500,125000
