directorio,secuencia_p,orden,clase,dominio,mes,estrato1,sex,age,p6050,p6090,p6210,p6210s1,p6240,oficio,p6426,relab,hoursWorkUsual,p6870,p6920,p7040,p7070,p7090,p7495,p7500s1a1,p7500s2a1,p7500s3a1,p7505,p7510s1a1,p7510s2a1,p7510s3a1,p7510s5a1,p7510s6a1,p7510s7a1,pet,impa,isa,iof1,iof2,iof3h,iof3i,iof6,ingtotob,ingtot,fex_c,depto,fex_dpto,fweight,maxEducLevel,college,cotPension,wap,ocu,dsi,pea,inac,totalHoursWorked,formal,informal,cuentaPropia,microEmpresa,sizeFirm,age2,logIng,female,agefem,totalHoursWorked2,totalHoursWorked3
11950,4721163,1,2,1,BOGOTA,9,5,0,51,2,1,6,6,1,6,168,1,36,9,1,2,0,2,2,0,0,0,1,0,0,0,0,250000,0,1,2608333.33333333,0,0,0,0,0,0,2608333.33333333,2608333.33333333,175.438029936093,11,175.438029936093,175,7,0,1,1,1,0,1,0,36,1,0,0,0,5,2601,14.7742220057224,1,51,1296,46656
11951,4721164,1,1,1,BOGOTA,9,3,0,34,1,1,5,11,4,41,36,4,20,1,2,2,0,1,1,0,0,1e+06,1,1.2e+07,0,0,0,0,0,1,4e+05,0,0,0,2e+06,0,0,2400000,2400000,287.619682150903,11,287.619682150903,288,6,1,2,1,1,0,1,0,20,0,1,1,1,1,1156,14.6909792953182,1,34,400,8000
11952,4721165,1,1,1,BOGOTA,9,3,0,53,1,1,3,5,4,33,180,1,18,2,2,2,0,2,2,0,0,0,2,0,0,0,0,0,0,1,6e+05,0,0,0,0,0,0,6e+05,6e+05,178.432552604547,11,178.432552604547,178,4,0,2,1,1,0,1,0,18,0,1,0,1,2,2809,13.3046849341983,1,53,324,5832
11953,4721165,1,2,1,BOGOTA,9,3,1,52,2,1,3,5,6,81,180,4,72,1,2,2,0,2,2,0,0,0,2,0,0,0,0,0,0,1,1500000,0,0,0,0,0,0,1500000,1500000,178.432552604547,11,178.432552604547,178,4,0,2,1,1,0,1,0,72,0,1,1,1,1,2704,14.2209756660724,0,0,5184,373248
11955,4721165,1,4,1,BOGOTA,9,3,0,26,9,2,6,5,1,57,36,5,72,2,2,2,0,2,2,0,0,0,2,0,0,0,0,0,0,1,1200000,0,0,0,0,0,0,1200000,1200000,178.432552604547,11,178.432552604547,178,7,0,2,1,1,0,1,0,72,0,1,0,1,2,676,13.9978321147582,1,26,5184,373248
11956,4721165,1,6,1,BOGOTA,9,3,1,29,3,1,6,5,1,45,7,1,40,5,1,2,0,2,2,0,0,0,1,0,0,0,0,2e+05,0,1,2381000,0,0,0,0,0,0,2581000,2581000,178.432552604547,11,178.432552604547,178,7,0,1,1,1,0,1,0,40,1,0,0,0,4,841,14.7636874787008,0,0,1600,64000
11959,4721167,1,3,1,BOGOTA,9,2,1,34,3,1,6,5,1,70,2,1,48,9,1,2,0,2,2,0,0,0,2,0,0,0,0,0,0,1,2e+06,0,0,0,0,0,0,2e+06,2e+06,205.051509668464,11,205.051509668464,205,7,0,1,1,1,0,1,0,48,1,0,0,0,5,1156,14.5086577385242,0,0,2304,110592
11960,4721169,1,1,1,BOGOTA,9,3,1,32,1,1,6,5,1,2,60,4,48,1,1,2,0,2,2,0,0,0,2,0,0,0,0,0,0,1,1500000,0,0,0,0,0,0,1500000,1500000,198.491937262587,11,198.491937262587,198,7,0,1,1,1,0,1,0,48,1,0,1,1,1,1024,14.2209756660724,0,0,2304,110592
11962,4721170,1,1,1,BOGOTA,9,4,0,43,1,1,6,9,6,9,3,4,40,9,1,2,0,2,2,0,0,0,2,0,0,0,0,0,0,1,4500000,0,0,0,0,0,0,4500000,4500000,202.60485796209,11,202.60485796209,203,7,0,1,1,1,0,1,0,40,1,0,1,0,5,1849,15.3195879547405,1,43,1600,64000
11963,4721171,1,1,1,BOGOTA,9,3,0,58,1,1,5,11,6,79,24,4,25,1,2,2,0,1,2,0,0,0,1,5e+05,0,0,0,0,0,1,4e+05,0,0,0,41666.6666666667,0,0,441666.666666667,441666.666666667,269.300860423721,11,269.300860423721,269,6,1,2,1,1,0,1,0,25,0,1,1,1,1,3364,12.9983107287344,1,58,625,15625
11964,4721171,1,2,1,BOGOTA,9,3,0,31,3,1,6,6,1,21,24,1,43,9,1,2,0,2,2,0,0,0,1,0,0,0,0,180000,0,1,2566666.66666667,0,0,0,0,0,0,2566666.66666667,2566666.66666667,269.300860423721,11,269.300860423721,269,7,0,1,1,1,0,1,0,43,1,0,0,0,5,961,14.7581185981558,1,31,1849,79507
11965,4721171,1,3,1,BOGOTA,9,3,0,25,3,1,6,1,1,3,48,1,55,9,1,2,0,2,2,0,0,0,1,5e+05,0,0,0,1e+05,0,1,846345.5,0,0,0,41666.6666666667,0,0,888012.166666667,888012.166666667,269.300860423721,11,269.300860423721,269,7,0,1,1,1,0,1,0,55,1,0,0,0,5,625,13.6967407230816,1,25,3025,166375
11966,4721171,1,4,1,BOGOTA,9,3,1,20,3,1,5,11,1,38,4,1,48,9,1,2,0,2,2,0,0,0,2,0,0,0,0,0,0,1,781242,0,0,0,0,0,0,781242,781242,269.300860423721,11,269.300860423721,269,6,1,1,1,1,0,1,0,48,1,0,0,0,5,400,13.5686402399803,0,0,2304,110592
11967,4721172,1,1,1,BOGOTA,9,3,1,40,1,2,3,2,1,45,180,5,60,2,2,2,0,2,2,0,0,0,2,0,0,0,0,0,0,1,3e+06,0,0,0,0,0,0,3e+06,3e+06,170.907964092144,11,170.907964092144,171,3,0,2,1,1,0,1,0,60,0,1,0,1,2,1600,14.9141228466324,0,0,3600,216000
11968,4721172,1,2,1,BOGOTA,9,3,0,34,2,1,3,3,1,45,12,1,60,2,2,2,0,2,2,0,0,0,2,0,0,0,0,0,0,1,1e+06,0,0,0,0,0,0,1e+06,1e+06,170.907964092144,11,170.907964092144,171,3,0,2,1,1,0,1,0,60,0,1,0,1,2,1156,13.8155105579643,1,34,3600,216000
11969,4721172,1,3,1,BOGOTA,9,3,0,19,3,1,5,11,1,45,2,1,48,4,2,2,0,2,2,0,0,0,2,0,0,0,0,0,0,1,869453,0,0,0,0,0,0,869453,869453,170.907964092144,11,170.907964092144,171,6,1,2,1,1,0,1,0,48,0,1,0,0,3,361,13.6756195572614,1,19,2304,110592
11970,4721173,1,1,1,BOGOTA,9,3,1,46,1,1,4,6,1,45,84,4,70,2,1,2,0,2,1,1e+06,0,0,2,0,0,0,0,0,0,1,5e+05,0,0,0,0,0,1e+06,1500000,1500000,271.340350109206,11,271.340350109206,271,5,0,1,1,1,0,1,0,70,1,0,1,1,2,2116,14.2209756660724,0,0,4900,343000
11971,4721173,1,2,1,BOGOTA,9,3,0,36,2,1,4,9,4,41,60,4,20,2,2,2,0,2,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1200000,271.340350109206,11,271.340350109206,271,5,0,2,1,1,0,1,0,20,0,1,1,1,2,1296,13.9978321147582,1,36,400,8000
11973,4721174,1,2,1,BOGOTA,9,3,0,47,2,1,5,11,1,41,72,4,53,1,1,2,0,2,2,0,0,0,2,0,0,0,0,0,0,1,4e+05,0,0,0,0,0,0,4e+05,4e+05,155.965346711951,11,155.965346711951,156,6,1,1,1,1,0,1,0,53,1,0,1,1,1,2209,12.8992198260901,1,47,2809,148877
11974,4721174,1,3,1,BOGOTA,9,3,0,19,3,1,5,11,1,39,5,1,48,9,2,2,0,2,2,0,0,0,2,0,0,0,0,0,0,1,781242,0,0,0,0,0,0,781242,781242,155.965346711951,11,155.965346711951,156,6,1,2,1,1,0,1,0,48,0,1,0,0,5,361,13.5686402399803,1,19,2304,110592
11975,4721176,1,2,1,BOGOTA,9,3,1,50,3,1,5,11,1,37,1,1,40,7,1,2,0,2,2,0,0,0,1,0,0,0,0,2e+06,1080000,1,1400000,0,0,0,0,0,0,1400000,1400000,243.157371473805,11,243.157371473805,243,6,1,1,1,1,0,1,0,40,1,0,0,0,4,2500,14.1519827945855,0,0,1600,64000
11976,4721177,1,2,1,BOGOTA,9,3,1,25,3,1,6,6,1,12,6,1,48,8,1,2,0,2,2,0,0,0,1,0,0,0,0,150000,0,1,2566666.66666667,0,0,0,0,0,0,2566666.66666667,2566666.66666667,243.157371473805,11,243.157371473805,243,7,0,1,1,1,0,1,0,48,1,0,0,0,5,625,14.7581185981558,0,0,2304,110592
11977,4721179,1,1,1,BOGOTA,9,4,1,53,1,1,6,3,1,58,72,1,60,6,3,2,0,2,1,0,2e+06,0,2,0,0,0,0,0,0,1,5416666.66666667,0,0,2e+06,0,0,0,7416666.66666667,7416666.66666667,216.762418953753,11,216.762418953753,217,7,0,3,1,1,0,1,0,60,1,0,0,0,4,2809,15.8192402779084,0,0,3600,216000
11978,4721180,1,1,1,BOGOTA,9,3,1,64,1,1,5,10,1,98,240,4,30,1,2,2,0,2,2,0,0,0,2,0,0,0,0,0,0,1,1200000,0,0,0,0,0,0,1200000,1200000,241.054464838493,11,241.054464838493,241,6,1,2,1,1,0,1,0,30,0,1,1,1,1,4096,13.9978321147582,0,0,900,27000
11979,4721180,1,3,1,BOGOTA,9,3,1,31,3,1,6,2,2,16,5,4,30,1,2,2,0,2,2,0,0,0,2,0,0,0,0,0,0,1,6e+05,0,0,0,0,0,0,6e+05,6e+05,241.054464838493,11,241.054464838493,241,7,0,2,1,1,0,1,0,30,0,1,1,1,1,961,13.3046849341983,0,0,900,27000
11980,4721180,1,4,1,BOGOTA,9,3,0,29,9,1,5,11,1,45,18,1,48,3,1,2,0,2,2,0,0,0,1,0,0,0,0,0,1800000,1,1656000,0,0,0,0,0,0,1656000,1656000,241.054464838493,11,241.054464838493,241,6,1,1,1,1,0,1,0,48,1,0,0,1,2,841,14.3199156139273,1,29,2304,110592
11981,4721181,1,1,1,BOGOTA,9,3,1,54,1,2,4,7,1,45,240,4,48,1,2,2,0,2,2,0,0,0,2,0,0,0,0,0,0,1,7e+05,0,0,0,0,0,0,7e+05,7e+05,219.28247073351,11,219.28247073351,219,5,0,2,1,1,0,1,0,48,0,1,1,1,1,2916,13.4588356140255,0,0,2304,110592
11982,4721182,1,1,1,BOGOTA,9,3,1,43,1,1,6,5,1,11,90,1,48,9,1,2,0,2,2,0,0,0,1,0,0,0,0,120000,0,1,1667200,0,0,0,0,0,0,1667200,1667200,246.64765371414,11,246.64765371414,247,7,0,1,1,1,0,1,0,48,1,0,0,0,5,1849,14.3266561305412,0,0,2304,110592
11983,4721182,1,2,1,BOGOTA,9,3,0,43,2,1,6,1,1,59,264,1,36,9,1,2,0,2,2,0,0,0,1,0,0,0,0,80000,0,1,1166244.33333333,0,0,0,0,0,0,1166244.33333333,1166244.33333333,246.64765371414,11,246.64765371414,247,7,0,1,1,1,0,1,0,36,1,0,0,0,5,1849,13.9692991722537,1,43,1296,46656
11984,4721182,1,3,1,BOGOTA,9,3,1,22,3,1,6,3,1,3,16,1,48,8,1,2,0,2,2,0,0,0,1,0,0,0,0,0,0,1,1684877.66666667,0,0,0,0,0,0,1764877.66666667,1764877.66666667,246.64765371414,11,246.64765371414,247,7,0,1,1,1,0,1,0,48,1,0,0,0,5,484,14.383591935277,0,0,2304,110592
11987,4721185,1,1,1,BOGOTA,9,4,1,35,1,1,6,5,1,70,72,1,48,9,1,2,0,2,1,1300000,0,0,2,0,0,0,0,0,0,1,10833333.3333333,0,0,0,0,0,1300000,12133333.3333333,12133333.3333333,216.762418953753,11,216.762418953753,217,7,0,1,1,1,0,1,0,48,1,0,0,0,5,1225,16.3114670439389,0,0,2304,110592
11988,4721185,1,2,1,BOGOTA,9,4,0,33,2,1,6,5,1,2,57,1,48,9,1,2,0,2,2,0,0,0,1,0,0,0,0,1200000,0,1,9500333.33333333,0,0,0,0,0,0,9500333.33333333,9500333.33333333,216.762418953753,11,216.762418953753,217,7,0,1,1,1,0,1,0,48,1,0,0,0,5,1089,16.0668374436745,1,33,2304,110592
11989,4721186,1,1,1,BOGOTA,9,3,1,32,1,1,6,6,1,95,12,1,60,2,1,2,0,2,2,0,0,0,1,0,0,0,0,0,0,1,1751544.33333333,0,0,0,0,0,0,1751544.33333333,1751544.33333333,228.890473383488,11,228.890473383488,229,7,0,1,1,1,0,1,0,60,1,0,0,1,2,1024,14.376008432937,0,0,3600,216000
11990,4721186,1,2,1,BOGOTA,9,3,0,31,2,1,5,11,1,93,1,1,40,2,2,2,0,2,2,0,0,0,2,0,0,0,0,0,0,1,8e+05,0,0,0,0,0,0,8e+05,8e+05,228.890473383488,11,228.890473383488,229,6,1,2,1,1,0,1,0,40,0,1,0,1,2,961,13.5923670066501,1,31,1600,64000
11991,4721187,1,1,1,BOGOTA,9,4,1,36,1,1,6,6,1,9,35,1,60,9,1,2,0,2,2,0,0,0,1,0,0,0,0,3e+05,0,1,4333333.33333333,0,0,0,0,0,0,4333333.33333333,4333333.33333333,219.28247073351,11,219.28247073351,219,7,0,1,1,1,0,1,0,60,1,0,0,0,5,1296,15.2818476267577,0,0,3600,216000
11992,4721188,1,1,1,BOGOTA,9,2,1,39,1,1,3,5,1,98,180,1,72,4,1,2,0,2,2,0,0,0,2,0,0,0,0,0,0,1,954877.666666667,0,0,0,0,0,0,954877.666666667,954877.666666667,241.313038983924,11,241.313038983924,241,4,0,1,1,1,0,1,0,72,1,0,0,0,3,1521,13.7693385135264,0,0,5184,373248
11993,4721188,1,2,1,BOGOTA,9,2,0,40,2,1,5,11,1,79,4,1,48,8,1,2,0,2,2,0,0,0,2,0,0,0,0,0,0,1,916119.666666667,0,0,0,0,0,0,916119.666666667,916119.666666667,241.313038983924,11,241.313038983924,241,6,1,1,1,1,0,1,0,48,1,0,0,0,5,1600,13.7279022755893,1,40,2304,110592
11994,4721189,1,1,1,BOGOTA,9,3,1,51,1,1,5,11,1,79,10,5,48,2,1,2,0,2,2,0,0,0,2,0,0,0,0,0,0,1,1200000,0,0,0,0,0,0,1200000,1200000,186.363882832852,11,186.363882832852,186,6,1,1,1,1,0,1,0,48,1,0,0,1,2,2601,13.9978321147582,0,0,2304,110592
11996,4721190,1,1,1,BOGOTA,9,3,1,34,1,1,5,11,1,77,13,1,84,7,1,2,0,2,2,0,0,0,2,0,0,0,0,0,0,1,1598211,0,0,0,0,0,0,1598211,1598211,241.018527813223,11,241.018527813223,241,6,1,1,1,1,0,1,0,84,1,0,0,0,4,1156,14.2843954366419,0,0,7056,592704
11997,4721190,1,2,1,BOGOTA,9,3,0,29,2,1,5,11,4,55,2,1,12,2,2,2,0,1,2,0,0,0,2,0,0,0,0,0,0,1,4e+05,0,0,0,0,0,0,4e+05,4e+05,241.018527813223,11,241.018527813223,241,6,1,2,1,1,0,1,0,12,0,1,0,1,2,841,12.8992198260901,1,29,144,1728
11998,4721191,1,1,1,BOGOTA,9,3,1,39,1,1,6,3,1,3,60,5,60,2,1,2,0,2,1,8e+05,0,0,2,0,0,0,0,0,0,1,4e+06,0,0,0,0,0,8e+05,4800000,4800000,213.43455464278,11,213.43455464278,213,7,0,1,1,1,0,1,0,60,1,0,0,1,2,1521,15.3841264758781,0,0,3600,216000
11999,4721191,1,2,1,BOGOTA,9,3,0,39,2,1,6,3,1,3,36,1,30,2,2,2,0,2,2,0,0,0,2,0,0,0,0,0,0,1,8e+05,0,0,0,0,0,0,8e+05,8e+05,213.43455464278,11,213.43455464278,213,7,0,2,1,1,0,1,0,30,0,1,0,1,2,1521,13.5923670066501,1,39,900,27000
12000,4721191,1,3,1,BOGOTA,9,3,1,21,3,1,6,1,3,59,36,1,18,2,2,2,0,2,2,0,0,0,2,0,0,0,0,0,0,1,8e+05,0,0,0,0,0,0,8e+05,8e+05,213.43455464278,11,213.43455464278,213,7,0,2,1,1,0,1,0,18,0,1,0,1,2,441,13.5923670066501,0,0,324,5832
12001,4721192,1,1,1,BOGOTA,9,3,0,65,1,1,6,2,1,41,120,4,40,1,2,2,0,2,2,0,0,0,1,2e+06,0,0,0,0,0,1,1200000,0,0,0,166666.666666667,0,0,1366666.66666667,1366666.66666667,259.398346603042,11,259.398346603042,259,7,0,2,1,1,0,1,0,40,0,1,1,1,1,4225,14.1278852430064,1,65,1600,64000
12003,4721193,1,2,1,BOGOTA,9,4,0,30,2,1,6,7,1,13,16,2,45,9,1,2,0,2,2,0,0,0,2,0,0,0,0,0,0,1,4204877.66666667,0,0,0,0,0,0,4204877.66666667,4204877.66666667,216.762418953753,11,216.762418953753,217,7,0,1,1,1,0,1,0,45,1,0,0,0,5,900,15.2517557586156,1,30,2025,91125
12004,4721194,1,1,1,BOGOTA,9,3,0,43,1,1,6,5,1,11,33,1,60,7,1,1,3e+05,2,2,0,0,0,1,0,0,0,0,2500000,0,1,2913333.33333333,3e+05,0,0,0,0,0,3213333.33333333,3213333.33333333,262.888628843377,11,262.888628843377,263,7,0,1,1,1,0,1,0,72,1,0,0,0,4,1849,14.9828193779186,1,43,5184,373248
12005,4721194,1,2,1,BOGOTA,9,3,1,20,3,1,6,0,3,37,6,1,16,4,2,2,0,2,2,0,0,0,1,7200000,0,0,0,0,0,1,320000,0,0,0,6e+05,0,0,1120000,1120000,262.888628843377,11,262.888628843377,263,7,0,2,1,1,0,1,0,16,0,1,0,0,3,400,13.9288392432713,0,0,256,4096
12006,4721195,1,1,1,BOGOTA,9,3,1,30,1,2,5,11,1,59,48,4,30,1,2,2,0,1,2,0,0,0,2,0,0,0,0,0,0,1,1500000,0,0,0,0,0,0,1500000,1500000,217.984112984466,11,217.984112984466,218,6,1,2,1,1,0,1,0,30,0,1,1,1,1,900,14.2209756660724,0,0,900,27000
12007,4721195,1,2,1,BOGOTA,9,3,1,30,9,1,6,2,1,59,12,4,30,1,2,2,0,2,2,0,0,0,2,0,0,0,0,0,0,1,1500000,0,0,0,0,0,0,1500000,1500000,217.984112984466,11,217.984112984466,218,7,0,2,1,1,0,1,0,30,0,1,1,1,1,900,14.2209756660724,0,0,900,27000
12008,4721195,1,3,1,BOGOTA,9,3,1,20,9,1,5,11,1,59,24,4,30,1,2,2,0,1,2,0,0,0,1,6e+05,0,0,0,0,0,1,1300000,0,0,0,50000,0,0,1350000,1350000,217.984112984466,11,217.984112984466,218,6,1,2,1,1,0,1,0,30,0,1,1,1,1,400,14.1156151504146,0,0,900,27000
12010,4721196,1,2,1,BOGOTA,9,3,1,47,2,1,5,11,1,98,108,4,70,1,1,2,0,2,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1e+06,231.705036333946,11,231.705036333946,232,6,1,1,1,1,0,1,0,70,1,0,1,1,1,2209,13.8155105579643,0,0,4900,343000
12013,4721198,1,1,1,BOGOTA,9,3,1,49,1,1,5,11,1,45,360,5,48,3,2,2,0,2,2,0,0,0,2,0,0,0,0,0,0,1,2e+06,0,0,0,0,0,0,2e+06,2e+06,289.135887352317,11,289.135887352317,289,6,1,2,1,1,0,1,0,48,0,1,0,1,2,2401,14.5086577385242,0,0,2304,110592
12015,4721199,1,1,1,BOGOTA,9,2,1,39,1,1,3,2,1,41,9,5,48,2,2,2,0,2,2,0,0,0,2,0,0,0,0,0,0,1,1500000,0,0,0,0,0,0,1500000,1500000,217.179564098199,11,217.179564098199,217,3,0,2,1,1,0,1,0,48,0,1,0,1,2,1521,14.2209756660724,0,0,2304,110592
12016,4721199,1,4,1,BOGOTA,9,2,1,63,5,1,1,0,1,41,120,4,42,1,2,2,0,2,2,0,0,0,2,0,0,0,0,0,0,1,9e+05,0,0,0,0,0,0,9e+05,9e+05,217.179564098199,11,217.179564098199,217,1,0,2,1,1,0,1,0,42,0,1,1,1,1,3969,13.7101500423064,0,0,1764,74088
12017,4721200,1,1,1,BOGOTA,9,2,0,57,1,1,6,2,4,59,24,4,24,1,2,2,0,1,2,0,0,0,2,0,0,0,0,0,0,1,480000,0,0,0,0,0,0,480000,480000,226.916396344567,11,226.916396344567,227,7,0,2,1,1,0,1,0,24,0,1,1,1,1,3249,13.0815413828841,1,57,576,13824
12021,4721204,1,1,1,BOGOTA,9,4,1,69,1,1,6,6,6,11,130,4,15,1,3,2,0,2,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5800000,223.812536577459,11,223.812536577459,224,7,0,3,1,1,0,1,0,15,1,0,1,1,1,4761,15.5733684755166,0,0,225,3375
12023,4721206,1,1,1,BOGOTA,9,2,1,31,1,1,5,11,1,45,24,1,48,9,1,2,0,2,2,0,0,0,1,0,0,0,0,110000,0,1,1242544.33333333,0,0,0,0,0,0,1242544.33333333,1242544.33333333,228.890473383488,11,228.890473383488,229,6,1,1,1,1,0,1,0,48,1,0,0,0,5,961,14.0326717170675,0,0,2304,110592
12024,4721207,1,1,1,BOGOTA,9,4,1,41,1,1,6,5,1,41,180,4,35,2,2,2,0,2,2,0,0,0,2,0,0,0,0,0,0,1,1e+06,0,0,0,0,0,0,1e+06,1e+06,198.453580350128,11,198.453580350128,198,7,0,2,1,1,0,1,0,35,0,1,1,1,2,1681,13.8155105579643,0,0,1225,42875
12025,4721207,1,2,1,BOGOTA,9,4,0,40,2,1,6,5,1,45,120,6,50,2,2,2,0,2,2,0,0,0,2,0,0,0,0,0,0,1,937500,0,0,0,0,0,0,0,937500,198.453580350128,11,198.453580350128,198,7,0,2,1,1,0,1,0,50,0,1,0,1,2,1600,13.7509720368267,1,40,2500,125000
12026,4721208,1,1,1,BOGOTA,9,2,0,56,1,1,3,5,1,80,84,5,60,2,2,2,0,2,1,8e+05,0,0,2,0,0,0,0,0,0,1,480000,0,0,0,0,0,8e+05,1280000,1280000,262.630054697947,11,262.630054697947,263,4,0,2,1,1,0,1,0,60,0,1,0,1,2,3136,14.0623706358958,1,56,3600,216000
12027,4721208,1,2,1,BOGOTA,9,2,1,24,3,1,5,11,1,98,12,1,60,9,1,2,0,2,2,0,0,0,2,0,0,0,0,0,0,1,994556.5,0,0,0,0,0,0,994556.5,994556.5,262.630054697947,11,262.630054697947,263,6,1,1,1,1,0,1,0,60,1,0,0,0,5,576,13.810052188131,0,0,3600,216000
12028,4721209,1,1,1,BOGOTA,9,3,0,31,1,1,6,7,1,8,72,4,25,4,1,1,0,1,2,0,0,0,2,0,0,0,0,0,0,1,1600000,0,0,0,0,0,0,1600000,1900000,233.003394082991,11,233.003394082991,233,7,0,1,1,1,0,1,0,45,1,0,1,0,3,961,14.4573644441367,1,31,2025,91125
12029,4721210,1,1,1,BOGOTA,9,3,1,33,1,1,6,5,1,44,36,1,48,7,1,2,0,2,2,0,0,0,1,0,0,0,0,3600000,0,1,4333333.33333333,0,0,0,0,0,0,4333333.33333333,4333333.33333333,203.041495604273,11,203.041495604273,203,7,0,1,1,1,0,1,0,48,1,0,0,0,4,1089,15.2818476267577,0,0,2304,110592
12030,4721210,1,2,1,BOGOTA,9,3,1,31,9,1,6,5,1,7,48,1,48,9,1,2,0,2,2,0,0,0,1,0,0,0,0,1200000,0,1,2600000,0,0,0,0,0,0,2600000,2600000,203.041495604273,11,203.041495604273,203,7,0,1,1,1,0,1,0,48,1,0,0,0,5,961,14.7710220029917,0,0,2304,110592
12031,4721211,1,1,1,BOGOTA,9,2,1,39,1,1,6,3,1,3,24,4,25,1,2,2,0,2,2,0,0,0,2,0,0,0,0,0,0,1,780000,0,0,0,0,0,0,780000,780000,186.363882832852,11,186.363882832852,186,7,0,2,1,1,0,1,0,25,0,1,1,1,1,1521,13.5670491986658,0,0,625,15625
12032,4721211,1,2,1,BOGOTA,9,2,0,41,2,1,6,5,1,13,8,1,40,4,1,1,2e+05,2,2,0,0,0,2,0,0,0,0,0,0,1,831000,2e+05,0,0,0,0,0,1031000,1031000,186.363882832852,11,186.363882832852,186,7,0,1,1,1,0,1,0,45,1,0,0,0,3,1681,13.8460397629991,1,41,2025,91125
12033,4721213,1,1,1,BOGOTA,9,2,0,53,1,1,5,11,6,59,204,1,48,6,1,2,0,2,1,450000,0,0,1,0,0,0,0,0,0,1,932744.666666667,0,0,0,0,0,450000,1382744.66666667,1382744.66666667,236.235102177895,11,236.235102177895,236,6,1,1,1,1,0,1,0,48,1,0,0,0,4,2809,14.1395809708013,1,53,2304,110592
12034,4721213,1,3,1,BOGOTA,9,2,1,21,3,1,5,11,1,38,1,1,24,9,1,2,0,2,2,0,0,0,2,0,0,0,0,0,0,1,4e+05,0,0,0,0,0,0,4e+05,4e+05,236.235102177895,11,236.235102177895,236,6,1,1,1,1,0,1,0,24,1,0,0,0,5,441,12.8992198260901,0,0,576,13824
12035,4721214,1,1,1,BOGOTA,9,3,1,49,1,1,6,3,1,45,120,4,48,1,2,2,0,2,2,0,0,0,2,0,0,0,0,0,0,1,850000,0,0,0,0,0,0,850000,850000,219.28247073351,11,219.28247073351,219,7,0,2,1,1,0,1,0,48,0,1,1,1,1,2401,13.6529916284665,0,0,2304,110592
12036,4721215,1,1,1,BOGOTA,9,4,1,30,1,1,6,7,1,31,144,2,40,9,1,2,0,2,2,0,0,0,2,0,0,0,0,0,0,1,6e+06,0,0,0,0,0,0,6e+06,6e+06,191.330586318984,11,191.330586318984,191,7,0,1,1,1,0,1,0,40,1,0,0,0,5,900,15.6072700271923,0,0,1600,64000
12037,4721215,1,2,1,BOGOTA,9,4,1,56,5,1,6,1,1,34,24,4,40,9,1,2,0,2,2,0,0,0,2,0,0,0,0,0,0,1,1400000,0,0,0,0,0,0,1400000,1400000,191.330586318984,11,191.330586318984,191,7,0,1,1,1,0,1,0,40,1,0,1,0,5,3136,14.1519827945855,0,0,1600,64000
12039,4721216,1,1,1,BOGOTA,9,3,1,31,1,1,6,6,1,2,18,1,45,9,1,2,0,2,2,0,0,0,1,0,0,0,0,0,0,1,4184250,0,0,0,0,0,0,4384250,4384250,219.28247073351,11,219.28247073351,219,7,0,1,1,1,0,1,0,45,1,0,0,0,5,961,15.2935291315315,0,0,2025,91125
12040,4721218,1,1,1,BOGOTA,9,2,1,47,1,1,3,5,1,95,48,1,72,5,1,2,0,2,1,5e+05,0,0,2,0,0,0,0,0,0,1,1538211,0,0,0,0,0,5e+05,2038211,2038211,201.306500213045,11,201.306500213045,201,4,0,1,1,1,0,1,0,72,1,0,0,0,4,2209,14.527583020281,0,0,5184,373248
12041,4721218,1,4,1,BOGOTA,9,2,0,23,9,2,6,2,1,57,7,4,72,2,2,2,0,2,2,0,0,0,2,0,0,0,0,0,0,1,7e+05,0,0,0,0,0,0,7e+05,7e+05,201.306500213045,11,201.306500213045,201,7,0,2,1,1,0,1,0,72,0,1,1,1,2,529,13.4588356140255,1,23,5184,373248
12042,4721219,1,1,1,BOGOTA,9,2,1,21,1,1,5,11,1,58,12,1,48,6,1,2,0,2,2,0,0,0,1,0,0,0,0,0,0,1,1158211,0,0,0,0,0,0,1158211,1158211,241.803584201753,11,241.803584201753,242,6,1,1,1,1,0,1,0,48,1,0,0,0,4,441,13.9623871312248,0,0,2304,110592
12043,4721219,1,2,1,BOGOTA,9,2,0,32,2,1,4,9,1,97,36,1,60,2,2,2,0,2,2,0,0,0,2,0,0,0,0,0,0,1,5e+05,0,0,0,0,0,0,5e+05,5e+05,241.803584201753,11,241.803584201753,242,5,0,2,1,1,0,1,0,60,0,1,0,1,2,1024,13.1223633774043,1,32,3600,216000
12044,4721220,1,1,1,BOGOTA,9,2,0,29,1,1,5,11,1,45,18,1,48,4,1,2,0,2,2,0,0,0,1,0,0,0,0,90000,0,1,1025744.66666667,0,0,0,0,0,0,1025744.66666667,1025744.66666667,313.866940659842,11,313.866940659842,314,6,1,1,1,1,0,1,0,48,1,0,0,0,3,841,13.8409294108434,1,29,2304,110592
