ingtot,sex,age,logIng,female,fitValues,age2,numfem,agefem,oficio
2308333.33333333,0,29,14.6520363213696,1,13.8202984369853,841,1,29,11
1059453,1,29,13.8732632951591,0,14.0231906565723,841,0,0,53
930000,0,26,13.7429398651294,1,13.8202984369853,676,1,26,54
869453,1,26,13.6756195572614,0,14.0231906565723,676,0,0,39
1319286.33333333,0,33,14.0926014917894,1,13.8202984369853,1089,1,33,55
869453,1,40,13.6756195572614,0,14.0231906565723,1600,0,0,55
869453,1,28,13.6756195572614,0,14.0231906565723,784,0,0,81
1733333.33333333,0,43,14.3655568948835,1,13.8202984369853,1849,1,43,54
833333.333333333,1,19,13.6331890011703,0,14.0231906565723,361,0,0,39
833333.333333333,1,19,13.6331890011703,0,14.0231906565723,361,0,0,30
1830000,1,28,14.4198265248176,0,14.0231906565723,784,0,0,95
3e+05,1,64,12.6115377536383,0,14.0231906565723,4096,0,0,53
250000,1,43,12.4292161968444,0,14.0231906565723,1849,0,0,45
146666.666666667,0,55,11.8959177172263,1,13.8202984369853,3025,1,55,45
5e+05,0,39,13.1223633774043,1,13.8202984369853,1521,1,39,56
1058000,1,26,13.8718908914004,0,14.0231906565723,676,0,0,99
1e+06,1,30,13.8155105579643,0,14.0231906565723,900,0,0,83
925000,1,36,13.7375490164946,0,14.0231906565723,1296,0,0,39
954877.666666667,1,25,13.7693385135264,0,14.0231906565723,625,0,0,95
1019453,0,28,13.834776766904,1,13.8202984369853,784,1,28,54
1e+06,1,45,13.8155105579643,0,14.0231906565723,2025,0,0,45
781242,1,59,13.5686402399803,0,14.0231906565723,3481,0,0,38
3281242,0,58,15.0037325672239,1,13.8202984369853,3364,1,58,41
1030000,1,50,13.8450693602058,0,14.0231906565723,2500,0,0,87
917492,0,64,13.7293991395268,1,13.8202984369853,4096,1,64,79
729166.666666667,1,21,13.4996576085458,0,14.0231906565723,441,0,0,45
861242,0,19,13.6661308124425,1,13.8202984369853,361,1,19,53
1166666.66666667,1,47,13.9696612377915,0,14.0231906565723,2209,0,0,98
1350711,0,42,14.1161416784411,1,13.8202984369853,1764,1,42,53
1500000,1,38,14.2209756660724,0,14.0231906565723,1444,0,0,2
3e+05,1,55,12.6115377536383,0,14.0231906565723,3025,0,0,45
915000,0,33,13.7266793442577,1,13.8202984369853,1089,1,33,39
9e+05,1,65,13.7101500423064,0,14.0231906565723,4225,0,0,37
8e+05,1,65,13.5923670066501,0,14.0231906565723,4225,0,0,45
1100000,0,37,13.9108207377686,1,13.8202984369853,1369,1,37,94
60000,0,63,11.0020998412042,1,13.8202984369853,3969,1,63,45
1980000,1,32,14.4986074026707,0,14.0231906565723,1024,0,0,58
1149877.66666667,1,36,13.9551661178694,0,14.0231906565723,1296,0,0,53
8e+05,0,34,13.5923670066501,1,13.8202984369853,1156,1,34,51
3014666.66666667,1,19,14.9189998237119,0,14.0231906565723,361,0,0,39
981417,1,25,13.7967527246807,0,14.0231906565723,625,0,0,15
923929.416666667,0,62,13.7363909588172,1,13.8202984369853,3844,1,62,32
8700000,0,63,15.9788335836248,1,13.8202984369853,3969,1,63,5
3241666.66666667,1,32,14.9915981588007,0,14.0231906565723,1024,0,0,16
5625000,0,32,15.5427315060548,1,13.8202984369853,1024,1,32,58
1650000,0,41,14.3162858458768,1,13.8202984369853,1681,1,41,79
1500000,1,28,14.2209756660724,0,14.0231906565723,784,0,0,16
5208333.33333333,0,40,15.4657704649186,1,13.8202984369853,1600,1,40,13
1.3e+07,1,36,16.3804599154258,0,14.0231906565723,1296,0,0,21
1824687.41666667,0,44,14.4169192517901,1,13.8202984369853,1936,1,44,54
1200000,1,40,13.9978321147582,0,14.0231906565723,1600,0,0,98
12050000,1,32,16.3045752179009,0,14.0231906565723,1024,0,0,13
4500000,0,25,15.3195879547405,1,13.8202984369853,625,1,25,2
11500000,0,41,16.2578575933335,1,13.8202984369853,1681,1,41,21
10500000,1,40,16.1668858151278,0,14.0231906565723,1600,0,0,21
7541666.66666667,1,54,15.8359537588822,0,14.0231906565723,2916,0,0,21
5495000,0,53,15.5193491458199,1,13.8202984369853,2809,1,53,30
5255000,1,46,15.4746905622932,0,14.0231906565723,2116,0,0,6
2900000,0,35,14.8802212949567,1,13.8202984369853,1225,1,35,6
4383333.33333333,1,49,15.2933200279199,0,14.0231906565723,2401,0,0,2
3033333.33333333,0,41,14.925172682819,1,13.8202984369853,1681,1,41,6
3e+06,0,40,14.9141228466324,1,13.8202984369853,1600,1,40,6
930929.416666667,1,55,13.7439387388488,0,14.0231906565723,3025,0,0,63
1200000,1,41,13.9978321147582,0,14.0231906565723,1681,0,0,99
1200000,0,40,13.9978321147582,1,13.8202984369853,1600,1,40,56
150000,0,56,11.9183905730784,1,13.8202984369853,3136,1,56,21
930929.416666667,0,27,13.7439387388488,1,13.8202984369853,729,1,27,32
2338211,0,44,14.6648966650173,1,13.8202984369853,1936,1,44,7
1960000,1,47,14.4884550312067,0,14.0231906565723,2209,0,0,98
959929,1,26,13.7746146023756,0,14.0231906565723,676,0,0,8
8e+05,1,42,13.5923670066501,0,14.0231906565723,1764,0,0,98
5e+06,1,50,15.4249484703984,0,14.0231906565723,2500,0,0,21
3500000,0,48,15.0682735264596,1,13.8202984369853,2304,1,48,19
8e+05,1,28,13.5923670066501,0,14.0231906565723,784,0,0,97
1e+06,0,40,13.8155105579643,1,13.8202984369853,1600,1,40,32
850000,1,50,13.6529916284665,0,14.0231906565723,2500,0,0,98
8e+05,0,39,13.5923670066501,1,13.8202984369853,1521,1,39,59
8e+05,1,27,13.5923670066501,0,14.0231906565723,729,0,0,97
8e+05,0,32,13.5923670066501,1,13.8202984369853,1024,1,32,59
8e+05,1,27,13.5923670066501,0,14.0231906565723,729,0,0,97
1099877.66666667,1,47,13.9107095194629,0,14.0231906565723,2209,0,0,70
945166.666666667,0,36,13.7591165577681,1,13.8202984369853,1296,1,36,79
14500000,1,67,16.4896592073908,0,14.0231906565723,4489,0,0,2
5416666.66666667,0,47,15.5049911780719,1,13.8202984369853,2209,1,47,11
1e+06,0,45,13.8155105579643,1,13.8202984369853,2025,1,45,54
2.5e+07,0,32,17.0343863828325,1,13.8202984369853,1024,1,32,6
3571666.66666667,0,27,15.0885428982217,1,13.8202984369853,729,1,27,42
3920666.66666667,1,33,15.1817722653339,0,14.0231906565723,1089,0,0,58
2052500,0,54,14.5345691203087,1,13.8202984369853,2916,1,54,39
9e+05,0,21,13.7101500423064,1,13.8202984369853,441,1,21,39
8e+05,1,36,13.5923670066501,0,14.0231906565723,1296,0,0,9
6191666.66666667,0,33,15.6387148599,1,13.8202984369853,1089,1,33,2
930000,1,25,13.7429398651294,0,14.0231906565723,625,0,0,17
630000,0,26,13.3534750983677,1,13.8202984369853,676,1,26,39
1020929.41666667,0,37,13.8362239631868,1,13.8202984369853,1369,1,37,97
3558333.33333333,0,32,15.0848028284109,1,13.8202984369853,1024,1,32,6
1457713.33333333,1,33,14.1923795558497,0,14.0231906565723,1089,0,0,53
3500000,1,56,15.0682735264596,0,14.0231906565723,3136,0,0,41
1e+06,0,51,13.8155105579643,1,13.8202984369853,2601,1,51,41
1743333.33333333,0,24,14.371309547373,1,13.8202984369853,576,1,24,39
5e+05,1,38,13.1223633774043,0,14.0231906565723,1444,0,0,45
1417811,0,35,14.164624690872,1,13.8202984369853,1225,1,35,38
1625000,1,50,14.301018373746,0,14.0231906565723,2500,0,0,11
2500000,1,57,14.7318012898384,0,14.0231906565723,3249,0,0,12
8e+05,0,37,13.5923670066501,1,13.8202984369853,1369,1,37,54
13083333.3333333,1,48,16.3868497135246,0,14.0231906565723,2304,0,0,21
8e+05,0,20,13.5923670066501,1,13.8202984369853,400,1,20,79
822908.666666667,1,24,13.6206004973972,0,14.0231906565723,576,0,0,97
930929.416666667,1,26,13.7439387388488,0,14.0231906565723,676,0,0,97
3250000,1,41,14.9941655543059,0,14.0231906565723,1681,0,0,13
2041666.66666667,0,35,14.529277025727,1,13.8202984369853,1225,1,35,13
1500000,0,25,14.2209756660724,1,13.8202984369853,625,1,25,50
1078666.66666667,1,43,13.8912362684924,0,14.0231906565723,1849,0,0,58
974550,1,43,13.7897311049768,0,14.0231906565723,1849,0,0,58
930929.416666667,0,49,13.7439387388488,1,13.8202984369853,2401,1,49,39
842718.416666667,1,51,13.6443881558787,0,14.0231906565723,2601,0,0,98
930929.416666667,1,25,13.7439387388488,0,14.0231906565723,625,0,0,39
937500,0,43,13.7509720368267,1,13.8202984369853,1849,1,43,97
930929.416666667,0,23,13.7439387388488,1,13.8202984369853,529,1,23,45
1143211,1,44,13.9493515276649,0,14.0231906565723,1936,0,0,58
3e+05,0,24,12.6115377536383,1,13.8202984369853,576,1,24,95
3262500,1,45,14.9980043306131,0,14.0231906565723,2025,0,0,30
1591500,0,28,14.2801875257043,1,13.8202984369853,784,1,28,40
8e+06,0,43,15.8949520996441,1,13.8202984369853,1849,1,43,21
2e+06,1,45,14.5086577385242,0,14.0231906565723,2025,0,0,59
1150000,0,52,13.9552725003394,1,13.8202984369853,2704,1,52,54
1070666.66666667,0,53,13.8837920653807,1,13.8202984369853,2809,1,53,21
1075000,1,37,13.8878312195439,0,14.0231906565723,1369,0,0,98
1458333.33333333,0,26,14.1928047891057,1,13.8202984369853,676,1,26,33
1.5e+07,1,45,16.5235607590665,0,14.0231906565723,2025,0,0,21
1966666.66666667,0,54,14.4918506202078,1,13.8202984369853,2916,1,54,54
12500000,0,43,16.3412392022725,1,13.8202984369853,1849,1,43,21
11300000,0,44,16.2403132836826,1,13.8202984369853,1936,1,44,21
8e+05,1,52,13.5923670066501,0,14.0231906565723,2704,0,0,41
2115083.33333333,1,26,14.5646047707895,0,14.0231906565723,676,0,0,93
3021544.33333333,1,35,14.9212786273001,0,14.0231906565723,1225,0,0,11
11950000,0,35,16.2962418363418,1,13.8202984369853,1225,1,35,44
3900000,1,40,15.1764871110999,0,14.0231906565723,1600,0,0,2
5961666.66666667,1,37,15.6008606420071,0,14.0231906565723,1369,0,0,39
833333.333333333,1,27,13.6331890011703,0,14.0231906565723,729,0,0,98
917211,0,29,13.7290928229162,1,13.8202984369853,841,1,29,19
3500000,0,28,15.0682735264596,1,13.8202984369853,784,1,28,15
2.3e+07,1,45,16.9510047738934,0,14.0231906565723,2025,0,0,21
4166666.66666667,0,35,15.2426269136044,1,13.8202984369853,1225,1,35,21
5e+05,0,48,13.1223633774043,1,13.8202984369853,2304,1,48,57
5375000,1,44,15.497269131978,0,14.0231906565723,1936,0,0,44
842718.416666667,1,24,13.6443881558787,0,14.0231906565723,576,0,0,37
899053,0,27,13.7090972661098,1,13.8202984369853,729,1,27,74
1e+06,1,27,13.8155105579643,0,14.0231906565723,729,0,0,95
5e+05,1,23,13.1223633774043,0,14.0231906565723,529,0,0,17
6e+05,0,27,13.3046849341983,1,13.8202984369853,729,1,27,16
2e+06,1,19,14.5086577385242,0,14.0231906565723,361,0,0,17
8e+05,1,55,13.5923670066501,0,14.0231906565723,3025,0,0,41
937500,0,51,13.7509720368267,1,13.8202984369853,2601,1,51,45
930929,1,25,13.7439382912673,0,14.0231906565723,625,0,0,3
220000,0,27,12.3013828253345,1,13.8202984369853,729,1,27,97
1254877.66666667,1,49,14.0425486490372,0,14.0231906565723,2401,0,0,98
6e+05,1,46,13.3046849341983,0,14.0231906565723,2116,0,0,41
0,0,50,0,1,13.8202984369853,2500,1,50,55
1487492,1,52,14.2126020382362,0,14.0231906565723,2704,0,0,83
250000,1,59,12.4292161968444,0,14.0231906565723,3481,0,0,98
930929.416666667,0,53,13.7439387388488,1,13.8202984369853,2809,1,53,59
4e+05,1,20,12.8992198260901,0,14.0231906565723,400,0,0,98
120000,0,29,11.6952470217642,1,13.8202984369853,841,1,29,55
1200000,1,27,13.9978321147582,0,14.0231906565723,729,0,0,98
3e+05,1,48,12.6115377536383,0,14.0231906565723,2304,0,0,3
7e+05,0,25,13.4588356140255,1,13.8202984369853,625,1,25,45
1570000,0,21,14.2665861773245,1,13.8202984369853,441,1,21,53
1080000,1,60,13.8924715991004,0,14.0231906565723,3600,0,0,45
2380000,0,40,14.6826110456477,1,13.8202984369853,1600,1,40,39
1e+05,1,52,11.5129254649702,0,14.0231906565723,2704,0,0,97
3566666.66666667,1,40,15.087142010764,0,14.0231906565723,1600,0,0,21
2e+05,1,72,12.2060726455302,0,14.0231906565723,5184,0,0,57
1562500,0,34,14.2617976605927,1,13.8202984369853,1156,1,34,13
1975000,1,29,14.4960789563174,0,14.0231906565723,841,0,0,33
480000,1,69,13.0815413828841,0,14.0231906565723,4761,0,0,21
2500000,1,30,14.7318012898384,0,14.0231906565723,900,0,0,8
4100000,1,25,15.2264975316745,0,14.0231906565723,625,0,0,21
4e+05,0,63,12.8992198260901,1,13.8202984369853,3969,1,63,41
1250000,0,48,14.0386541092785,1,13.8202984369853,2304,1,48,55
1279877.66666667,0,26,14.0622750584118,1,13.8202984369853,676,1,26,43
1e+06,1,28,13.8155105579643,0,14.0231906565723,784,0,0,93
720000,0,54,13.4870064909922,1,13.8202984369853,2916,1,54,79
650000,0,25,13.3847276418718,1,13.8202984369853,625,1,25,45
1496544.33333333,1,59,14.2186692305159,0,14.0231906565723,3481,0,0,37
8e+05,0,60,13.5923670066501,1,13.8202984369853,3600,1,60,54
954877.666666667,0,31,13.7693385135264,1,13.8202984369853,961,1,31,32
2e+05,0,28,12.2060726455302,1,13.8202984369853,784,1,28,97
1e+06,1,50,13.8155105579643,0,14.0231906565723,2500,0,0,98
5e+06,0,49,15.4249484703984,1,13.8202984369853,2401,1,49,30
1941500,1,32,14.4789714281539,0,14.0231906565723,1024,0,0,53
1303333.33333333,0,33,14.0804356432934,1,13.8202984369853,1089,1,33,53
2036666.66666667,0,41,14.5268250424797,1,13.8202984369853,1681,1,41,19
1400000,1,66,14.1519827945855,0,14.0231906565723,4356,0,0,94
1400000,0,65,14.1519827945855,1,13.8202984369853,4225,1,65,59
937500,0,36,13.7509720368267,1,13.8202984369853,1296,1,36,79
1171544.33333333,1,36,13.9738333794349,0,14.0231906565723,1296,0,0,87
750000,1,49,13.5278284855125,0,14.0231906565723,2401,0,0,88
1160000,0,49,13.9639305630825,1,13.8202984369853,2401,1,49,79
2846666.66666667,0,50,14.8616592770966,1,13.8202984369853,2500,1,50,13
1279877.66666667,1,25,14.0622750584118,0,14.0231906565723,625,0,0,21
902786.333333333,1,26,13.713241185722,0,14.0231906565723,676,0,0,39
1661666.66666667,1,27,14.32333167271,0,14.0231906565723,729,0,0,45
8233333.33333333,1,47,15.9237015129301,0,14.0231906565723,2209,0,0,39
1e+06,0,41,13.8155105579643,1,13.8202984369853,1681,1,41,79
1021544.33333333,1,55,13.8368260925265,0,14.0231906565723,3025,0,0,85
1171544.33333333,0,31,13.9738333794349,1,13.8202984369853,961,1,31,34
440000,0,54,12.9945300058944,1,13.8202984369853,2916,1,54,36
0,1,46,0,0,14.0231906565723,2116,0,0,55
225000,0,42,12.3238556811866,1,13.8202984369853,1764,1,42,41
4e+05,0,48,12.8992198260901,1,13.8202984369853,2304,1,48,45
650000,0,31,13.3847276418718,1,13.8202984369853,961,1,31,53
550000,1,38,13.2176735572087,0,14.0231906565723,1444,0,0,37
940000,1,25,13.7536351542462,0,14.0231906565723,625,0,0,84
550000,0,33,13.2176735572087,1,13.8202984369853,1089,1,33,53
7e+05,1,27,13.4588356140255,0,14.0231906565723,729,0,0,39
919453,0,41,13.7315342069838,1,13.8202984369853,1681,1,41,33
9e+05,0,54,13.7101500423064,1,13.8202984369853,2916,1,54,39
1500000,1,63,14.2209756660724,0,14.0231906565723,3969,0,0,41
1500000,0,57,14.2209756660724,1,13.8202984369853,3249,1,57,41
1645476.41666667,0,44,14.3135405152462,1,13.8202984369853,1936,1,44,7
869453,1,30,13.6756195572614,0,14.0231906565723,900,0,0,87
869453,1,45,13.6756195572614,0,14.0231906565723,2025,0,0,62
1500000,0,32,14.2209756660724,1,13.8202984369853,1024,1,32,53
1538211,1,22,14.2461306107952,0,14.0231906565723,484,0,0,50
620000,0,67,13.3374747570213,1,13.8202984369853,4489,1,67,41
940000,1,35,13.7536351542462,0,14.0231906565723,1225,0,0,77
6e+05,1,60,13.3046849341983,0,14.0231906565723,3600,0,0,53
540000,0,33,13.1993244185405,1,13.8202984369853,1089,1,33,53
1530000,1,29,14.2407782933686,0,14.0231906565723,841,0,0,77
780000,1,50,13.5670491986658,0,14.0231906565723,2500,0,0,95
927786.333333333,0,50,13.7405567410052,1,13.8202984369853,2500,1,50,39
898619.666666667,0,25,13.7086151612753,1,13.8202984369853,625,1,25,21
930875,0,58,13.7438802830129,1,13.8202984369853,3364,1,58,45
975000,1,35,13.79019274998,0,14.0231906565723,1225,0,0,97
869453,1,59,13.6756195572614,0,14.0231906565723,3481,0,0,97
1e+06,1,22,13.8155105579643,0,14.0231906565723,484,0,0,39
961953,1,23,13.7767208719055,0,14.0231906565723,529,0,0,38
961953,0,26,13.7767208719055,1,13.8202984369853,676,1,26,34
9e+05,1,37,13.7101500423064,0,14.0231906565723,1369,0,0,84
1171544.33333333,1,33,13.9738333794349,0,14.0231906565723,1089,0,0,58
869453,0,24,13.6756195572614,1,13.8202984369853,576,1,24,55
1950000,1,47,14.4833399305399,0,14.0231906565723,2209,0,0,98
844575.333333333,0,44,13.6465892159091,1,13.8202984369853,1936,1,44,54
6e+05,0,54,13.3046849341983,1,13.8202984369853,2916,1,54,41
1512500,1,56,14.2292744688871,0,14.0231906565723,3136,0,0,87
2298000,1,32,14.6475497373908,0,14.0231906565723,1024,0,0,3
3600000,0,61,15.0964444034263,1,13.8202984369853,3721,1,61,45
937500,1,73,13.7509720368267,0,14.0231906565723,5329,0,0,45
6e+05,0,35,13.3046849341983,1,13.8202984369853,1225,1,35,45
1500000,1,49,14.2209756660724,0,14.0231906565723,2401,0,0,83
2849000,0,37,14.86247861348,1,13.8202984369853,1369,1,37,45
1200000,1,52,13.9978321147582,0,14.0231906565723,2704,0,0,98
1550000,1,71,14.2537654888954,0,14.0231906565723,5041,0,0,84
1600000,0,67,14.28551418721,1,13.8202984369853,4489,1,67,51
1631242,0,42,14.3048522458266,1,13.8202984369853,1764,1,42,54
1100000,0,27,13.9108207377686,1,13.8202984369853,729,1,27,54
160000,0,83,11.982929094216,1,13.8202984369853,6889,1,83,53
8e+05,0,58,13.5923670066501,1,13.8202984369853,3364,1,58,79
1e+06,1,28,13.8155105579643,0,14.0231906565723,784,0,0,83
150000,0,28,11.9183905730784,1,13.8202984369853,784,1,28,57
1148211,1,39,13.9537156368823,0,14.0231906565723,1521,0,0,95
1379000,1,35,14.1368691567754,0,14.0231906565723,1225,0,0,98
830000,0,33,13.6291809797728,1,13.8202984369853,1089,1,33,79
17246666.6666667,1,36,16.6631294460541,0,14.0231906565723,1296,0,0,21
7833333,1,39,15.8738986478931,0,14.0231906565723,1521,0,0,2
2200000,1,52,14.6039679183285,0,14.0231906565723,2704,0,0,45
930929.416666667,0,25,13.7439387388488,1,13.8202984369853,625,1,25,33
4e+05,0,24,12.8992198260901,1,13.8202984369853,576,1,24,36
8e+05,1,20,13.5923670066501,0,14.0231906565723,400,0,0,95
1200000,1,28,13.9978321147582,0,14.0231906565723,784,0,0,57
7e+05,0,30,13.4588356140255,1,13.8202984369853,900,1,30,53
95000,1,23,11.4616321705827,0,14.0231906565723,529,0,0,53
3e+05,1,65,12.6115377536383,0,14.0231906565723,4225,0,0,95
6e+05,0,48,13.3046849341983,1,13.8202984369853,2304,1,48,41
788211,0,21,13.5775210994944,1,13.8202984369853,441,1,21,38
7e+05,1,66,13.4588356140255,0,14.0231906565723,4356,0,0,59
1080000,0,54,13.8924715991004,1,13.8202984369853,2916,1,54,54
830000,1,20,13.6291809797728,0,14.0231906565723,400,0,0,45
820000,0,31,13.6170596192404,1,13.8202984369853,961,1,31,45
8e+05,1,42,13.5923670066501,0,14.0231906565723,1764,0,0,95
3791666.66666667,1,31,15.1483162341332,0,14.0231906565723,961,0,0,21
250000,0,54,12.4292161968444,1,13.8202984369853,2916,1,54,45
3200000,1,53,14.97866136777,0,14.0231906565723,2809,0,0,16
4e+05,0,44,12.8992198260901,1,13.8202984369853,1936,1,44,79
4e+05,1,34,12.8992198260901,0,14.0231906565723,1156,0,0,45
887492,1,72,13.6961547862066,0,14.0231906565723,5184,0,0,98
320000,0,68,12.6760762747759,1,13.8202984369853,4624,1,68,55
331666.666666667,1,25,12.7118857274726,0,14.0231906565723,625,0,0,39
3e+05,1,24,12.6115377536383,0,14.0231906565723,576,0,0,95
680000,0,19,13.4298480771523,1,13.8202984369853,361,1,19,97
9e+05,1,36,13.7101500423064,0,14.0231906565723,1296,0,0,41
1191666.66666667,1,46,13.9908634454421,0,14.0231906565723,2116,0,0,17
1117377.66666667,0,41,13.9264951289332,1,13.8202984369853,1681,1,41,33
890000,0,49,13.6989767417083,1,13.8202984369853,2401,1,49,54
490000,0,23,13.1021606700868,1,13.8202984369853,529,1,23,45
1200000,1,30,13.9978321147582,0,14.0231906565723,900,0,0,21
1800000,0,47,14.4032972228664,1,13.8202984369853,2209,1,47,13
1200000,1,62,13.9978321147582,0,14.0231906565723,3844,0,0,97
842718.416666667,1,39,13.6443881558787,0,14.0231906565723,1521,0,0,58
906242,0,28,13.7170616575259,1,13.8202984369853,784,1,28,59
869453,0,31,13.6756195572614,1,13.8202984369853,961,1,31,55
150000,0,19,11.9183905730784,1,13.8202984369853,361,1,19,54
1100711,1,46,13.911466892602,0,14.0231906565723,2116,0,0,50
2254806.66666667,1,30,14.6285747918406,0,14.0231906565723,900,0,0,8
1200000,1,44,13.9978321147582,0,14.0231906565723,1936,0,0,44
2500000,0,56,14.7318012898384,1,13.8202984369853,3136,1,56,39
7900000,1,40,15.8823733174372,0,14.0231906565723,1600,0,0,1
450000,1,59,13.0170028617465,0,14.0231906565723,3481,0,0,79
450000,0,53,13.0170028617465,1,13.8202984369853,2809,1,53,79
2100000,0,53,14.5574479026937,1,13.8202984369853,2809,1,53,11
10950000,1,54,16.2088500142268,0,14.0231906565723,2916,0,0,11
2510000,0,26,14.735793311108,1,13.8202984369853,676,1,26,39
2500000,0,23,14.7318012898384,1,13.8202984369853,529,1,23,6
1117333.33333333,0,42,13.926455451916,1,13.8202984369853,1764,1,42,97
1250000,1,44,14.0386541092785,0,14.0231906565723,1936,0,0,95
1171242,1,23,13.9735752822019,0,14.0231906565723,529,0,0,97
450000,0,52,13.0170028617465,1,13.8202984369853,2704,1,52,54
928219.666666667,1,51,13.7410236935271,0,14.0231906565723,2601,0,0,58
1500000,1,50,14.2209756660724,0,14.0231906565723,2500,0,0,95
2166666.66666667,0,31,14.5887004461978,1,13.8202984369853,961,1,31,39
3e+06,1,46,14.9141228466324,0,14.0231906565723,2116,0,0,1
2e+06,1,39,14.5086577385242,0,14.0231906565723,1521,0,0,8
1441666.66666667,0,58,14.18131040968,1,13.8202984369853,3364,1,58,57
40000,1,34,10.5966347330961,0,14.0231906565723,1156,0,0,98
2189000,1,26,14.598955376505,0,14.0231906565723,676,0,0,21
1900000,1,26,14.4573644441367,0,14.0231906565723,676,0,0,3
370000,0,60,12.8212582846204,1,13.8202984369853,3600,1,60,54
8e+05,1,38,13.5923670066501,0,14.0231906565723,1444,0,0,98
1181953,0,43,13.9826787130442,1,13.8202984369853,1849,1,43,55
781242,0,51,13.5686402399803,1,13.8202984369853,2601,1,51,55
930929,1,63,13.7439382912673,0,14.0231906565723,3969,0,0,98
1600000,0,57,14.28551418721,1,13.8202984369853,3249,1,57,45
1585000,1,51,14.2760949652935,0,14.0231906565723,2601,0,0,98
1500000,0,25,14.2209756660724,1,13.8202984369853,625,1,25,3
937500,0,28,13.7509720368267,1,13.8202984369853,784,1,28,79
1.3e+07,1,37,16.3804599154258,0,14.0231906565723,1369,0,0,4
810408.666666667,0,59,13.6052939261668,1,13.8202984369853,3481,1,59,54
1473461,0,29,14.2031246132155,1,13.8202984369853,841,1,29,39
931953,0,20,13.7450376632116,1,13.8202984369853,400,1,20,38
2e+05,0,69,12.2060726455302,1,13.8202984369853,4761,1,69,54
2e+05,1,37,12.2060726455302,0,14.0231906565723,1369,0,0,79
8e+05,1,27,13.5923670066501,0,14.0231906565723,729,0,0,98
1280000,1,49,14.0623706358958,0,14.0231906565723,2401,0,0,51
3e+05,1,36,12.6115377536383,0,14.0231906565723,1296,0,0,57
1862499.66666667,0,28,14.4374300502649,1,13.8202984369853,784,1,28,38
2e+06,1,27,14.5086577385242,0,14.0231906565723,729,0,0,8
5100000,1,62,15.4447510976946,0,14.0231906565723,3844,0,0,45
937500,0,60,13.7509720368267,1,13.8202984369853,3600,1,60,45
1500000,1,37,14.2209756660724,0,14.0231906565723,1369,0,0,45
250000,0,66,12.4292161968444,1,13.8202984369853,4356,1,66,79
2400000,0,52,14.6909792953182,1,13.8202984369853,2704,1,52,21
1800000,1,31,14.4032972228664,0,14.0231906565723,961,0,0,77
8e+05,1,30,13.5923670066501,0,14.0231906565723,900,0,0,41
2e+06,0,38,14.5086577385242,1,13.8202984369853,1444,1,38,33
2166667,1,42,14.5887006000439,0,14.0231906565723,1764,0,0,58
0,1,24,0,0,14.0231906565723,576,0,0,93
6e+06,1,34,15.6072700271923,0,14.0231906565723,1156,0,0,12
1200000,0,44,13.9978321147582,1,13.8202984369853,1936,1,44,57
830000,0,46,13.6291809797728,1,13.8202984369853,2116,1,46,79
1187492,1,68,13.9873540780261,0,14.0231906565723,4624,0,0,41
4e+05,1,44,12.8992198260901,0,14.0231906565723,1936,0,0,79
7483333.33333333,0,40,15.8281888834844,1,13.8202984369853,1600,1,40,13
380000,0,48,12.8479265317026,1,13.8202984369853,2304,1,48,79
830000,0,58,13.6291809797728,1,13.8202984369853,3364,1,58,54
959429.416666667,0,51,13.7740940291046,1,13.8202984369853,2601,1,51,77
1480929.41666667,0,43,14.2081804328749,1,13.8202984369853,1849,1,43,45
448888,0,20,13.0145286924011,1,13.8202984369853,400,1,20,18
602500,1,19,13.3088429443469,0,14.0231906565723,361,0,0,53
2e+06,0,26,14.5086577385242,1,13.8202984369853,676,1,26,44
991953,1,34,13.8074310061123,0,14.0231906565723,1156,0,0,37
6e+05,0,34,13.3046849341983,1,13.8202984369853,1156,1,34,45
8e+05,1,19,13.5923670066501,0,14.0231906565723,361,0,0,77
1243333.33333333,1,36,14.0333065029519,0,14.0231906565723,1296,0,0,33
8e+05,1,53,13.5923670066501,0,14.0231906565723,2809,0,0,87
955929.416666667,1,39,13.7704393573692,0,14.0231906565723,1521,0,0,3
931119.666666667,1,29,13.744143083624,0,14.0231906565723,841,0,0,39
1600000,0,53,14.28551418721,1,13.8202984369853,2809,1,53,79
1e+06,1,69,13.8155105579643,0,14.0231906565723,4761,0,0,61
950833,0,25,13.7650937214805,1,13.8202984369853,625,1,25,93
4e+05,1,22,12.8992198260901,0,14.0231906565723,484,0,0,85
1152000,0,24,13.957010120238,1,13.8202984369853,576,1,24,53
8966666.66666667,0,51,16.009024555904,1,13.8202984369853,2601,1,51,13
17616666.6666667,1,51,16.6843559816124,0,14.0231906565723,2601,0,0,13
928211,1,20,13.7410143566132,0,14.0231906565723,400,0,0,87
6e+05,1,47,13.3046849341983,0,14.0231906565723,2209,0,0,21
3008333.33333333,1,25,14.9168967735151,0,14.0231906565723,625,0,0,21
2708333.33333333,1,25,14.811843997512,0,14.0231906565723,625,0,0,39
869453,1,20,13.6756195572614,0,14.0231906565723,400,0,0,53
1300000,1,61,14.0778748224318,0,14.0231906565723,3721,0,0,45
1009476,0,49,13.8249419423068,1,13.8202984369853,2401,1,49,59
5416667,1,44,15.5049912396104,0,14.0231906565723,1936,0,0,21
19666666.6666667,0,41,16.7944357132019,1,13.8202984369853,1681,1,41,21
